Paragraph,True lang,Predicted lang
"With K Norr and J Norr. ""The threat of AIDS for women in developing countries"". In F Cohen, JD Durham (Eds.) Women, children and HIV . New York: Springer (1993)",tsn,lao
"De Dunnersbersch lait inmidde de Nordpalz zwische Maiedaahl (Marienthal) unn Dannefels, ragt awwer aa erunner no Falgestää (Falkenstein). De Dunnersbersch is iwwer e Landstroßabzweischung bei Baschdehaus (e Hotel uff halwer Schdreck zwische Maiedaahl unn Dannefels) se erreische. E zusätzlischi Rickfahrmeeglischkeit biedet die Ännbahnstroß erunner no Dannefels.",pfl,als
"W Aziji su cyłkownje wjace hač štyri miliardy ludźi žiwe, wot toho wjace hač 2,5 miliardow jenož w Chinskej a Indiskej. To wučinja něhdźe 60 procentow swětoweho wobydlerstwa. W 49 krajach Azije rěči so wokoło 1.800 wšelakorych rěčow.",hsb,dsb
ស្រុកសៀមរាបមានឃុំចំនួន១០ គឺឃុំ ស្លក្រាម ស្វាយដង្គំ គោកចក សាលាកំរើក នគរធំ ជ្រាវ ចុងឃ្នៀស សៀមរាប សំបួរ និងឃុំស្រង៉ែ ហើយមានភូមិចំនួន ៧៦ ។ ក្នុងចំណោមឃុំទាំង១០នេះ ឃុំ ស្លក្រាម ស្វាយដង្គំ គោកចក និងសាលាកំរើក ជាតំបន់ទីប្រជុំជន ចំណែកឃុំស្រង៉ែជាតំបន់រដ្ឋបាលស្រុក ។ នៅឆ្នា ២០០៥ ស្រុកសៀមរាប បានអនុវត្តនូវរចនាសម្ព័ន្ធគ្រប់គ្រងរដ្ឋបាលថ្មី ដែលមានការិយាល័យ ចំណុះស្រុក ១០ ក្រុមប្រឹក្សាស្រុក ការិយាល័យប្រជាពលរដ្ឋ និងការិយាល័យជំនាញរបស់ស្រុក ១៣ មានមន្ត្រី-បុគ្គលិកបំរើការងារសរុប ១០២ នាក់ ។ ដោយទ្បែក ការិយាល័យច្រកចេញចូលតែមួយ គឺជាការិយាល័យបំរើ ប្រជាពលរដ្ឋ នៅកន្លែងតែមួយ មានភាពងាយស្រួល ឆាប់ តំលៃថោក និងមានតម្លាភាព ។,khm,amh
"Suó ggiall, chë ciert štrisc verd. Tiev cingh pètalë chë náscënë sottëtílëchë a lë frunn. Chigl máscurë štav rëštritt anziema a gl at, chigl fémmënë štav sul sul e attaccat a lë rámëra. Scërisc da maj a ottobbr.",nap,srd
"Klementjev, J. I. Karjalazet : histouriellis-etnografilline kuva / J. I. Klementjev ; [karjalakse kiändäjät: L. Markianova и др.]. - Petroskoi : Periodika, 2008.",olo,vro
"Isuli Sanguinari (in corsu) Isole Sanguinarie (in italianu) est un’arcipelagu chi est cumpostu dae battor isuleddas collocada in s'intrada de su golfo de Ajaccio. Subra sa pius manna de sas isolas de s'arcipelagu b'ada una turre Torra di a Parata (La Tour carrée in frantzesu) de su 1550, sos avantzos de unu lazareto de su 1807, su faru de su 1845 e un'atera turre (La Tour Génoise) costruida dae sos genovesos. De custu arcipelagu es famosa sa descritzione chi nd'aiat fattu Alphonse Daudet.",srd,cos
"El video musical de ""I turn to you"" fue dirigido por Joseph Kahn, en el vemos a una Christina cantando frente a un set con un microfono de su tamaño, y la historia va narrando a una persona que les ayuda a encontrar la la luz en cuando se pierde. Se considera que está escrito el tema a los padres gracias, sin embargo, la letra de la canción puede ser ambigua, la letra se puede aplicar a un amante, un amigo , u otro miembro de la familia.",cbk,spa
常並生於稀土金屬，蘊藏位次第四。地殼之內，千萬而九十有一，幾近於硼。一八四一年，瑞典化學家莫桑德（Carl Gustaf Mosander）自鈰鹽中取釹鐠化合物，時未知鐠在其中。一八八五年，奧地利化學家韋斯柏（Baron Carl Auer von Welsbach）分釹鐠化合物為二，始得鐠。,lzh,zh-yue
"Basadre, Jorge: Historia de la República del Perú. 1822 - 1933, Octava Edición, corregida y aumentada. Tomos 5 y 6. Editada por el Diario ""La República"" de Lima y la Universidad ""Ricardo Palma"". Impreso en Santiago de Chile, 1998.",aym,ilo
"१६६९ तमं वर्षं ग्रेगोरी-कालगणनायाम् एकं साधारणवर्षम् आसीत् । अस्मिन् वर्षे स्काट्लेण्ड्-देशस्य सस्यविज्ञानी राबर्ट् मारिसन् ""प्रिलूडिय बटानिका"", ""प्लानेण्टिय हिस्टरि यूनिवर्सालिस् आक्सोनियेन्सिस्"" इत्यादीनि पुस्तकानि अलिखत् ।",san,mai
"Faonomo a sortu disi no wanleisi frumeki a morotranga frikefti, Moro frikefti de a Taipan (Oxyuranus microlepidotus), a sneki disi inidresikwinsi angananga beti wan bigi ominifasi dati kan kiri wan nodresiyepisma; Nofotron a ominifasi dresikwinsi de kandede soleki fu tutenti libisma sosrefi. A sneki disi ne frede fu libisma, èn draienbaka labisma no musu ben frede fu a sneki disi (Taipan). Libisma no de kefalek fu a bigi sneki disi.Luktudisi a kronskeni disi konnasyoro basyaala alafasi. Moksi kon na wan a meti disi streikibri ensrefi wantron, èn a o lowe franoiti. Efu te a sneki gwe a no meki esigaw. Kofurai na wan takrudu Kronsneki ini a birti de tan pi tiri tnapu, truabra a sneki tron safri ensrefi; dati de a momenti fu libi a meti kodososo.",srn,jam
"Epitafio del fuego: IX Encuentro de Poetas Iberoamericanos: antología en homenaje a José Emilio Pacheco, celebrado en Salamanca en 2006. Juan Antonio González Iglesias e Francisca Noguerol Jiménez. Salamanca. Fundación Salamanca Ciudad de Cultura ,2006",glg,aym
la furmaziun dal passiv cun agid dal particip perfect e d’in pled auxiliar; en il passiv sa transfurma l’object da l’acziun en il subject (‹jau hai mangià il mail – il mail è vegnì mangià da mai›),roh,vec
"ក្នុងគណិតវិទ្យា ចំនួនអូតូម៉ហ្វីស(Automorphic number) គឺជាចំនួនដែលខ្ទង់ចុងក្រោយនៃការេរបស់វាដូចនឹងខ្ទង់ចុងក្រោយនៃលេខដើម ។ ឧទាហរណ៍ 52 = 25, 762 = 5776 និង 8906252 = 793212890625 ។",khm,lao
"सूत्रीविभाजन के उल्टा एकरा में गुणसूत्र संख्या कम हो के आधा रह जाला, काहेकि एकरामे कुल गुणसूत्र समजात गुणसूत्र (homologus chromosomes) अलग हो जाला न कि वोहनीके अद्र्धगुणसूत्र। नया उत्पन्न कोशिका में गुणसूत्र संख्या जन्म देबे वाली कोशिका से आधा होखला के कारण इस विभाजन को न्यूनीकरण विभाजन (reductional division) भी कहल जाला।",bho,hin
"भागीरथ पन्त गोरखाका प्रथम शाहवंशी राजा द्रव्य शाहका सेनापति हुन् । उनले गणेश पाण्डे, नारायण अर्ज्याल, सर्वेश्वर खनाल, केशव बोहोरा, मूर्ति खवास, गङ्गाराम राना, आदि सँग सहकार्य गरेर राजा द्रव्य शाहलाई सत्तामा बसाए ।",nep,dty
El pelote valinchiène (in valinchien Pilota valenciana ) ch'est un ju d' bale à main. Il est jué dins l' Conmeunité valinchiène (Espanne). Chés jueus bukette l'bale à main nue obin aveuc un gant.,pcd,nrm
"Ti brojni kipovi, kadšto u nepreglednim količinama, nisu rađeni zbog ukrasa ili kao izraz izobilja, nego služe prikazu svekolikog znanja i vjerovanja toga doba. Naglašeni humanizam gotike izražen je i time što se velik dio sadržaja u likovima i prizorima odnosio na čovjeka, a ne na svece i božanske likove. Ti humani prikazi javljaju se u tri tematska kruga:",hrv,hbs
"'t European College of Sport Science - ECSS is e sportweetnschappelikke verênigienge, met de bedoelienge vo weetnschappelikke kennisse uut te wisseln (Share your knowledge).",vls,lim
"По данным переписи населения 2002 года в Южном федеральном округе проживало 22 млн 907 тыс. 141 чел., что составляет 15,78 % от численности всего населения России.",myv,udm
"Gejala-gejala awal berikutan pendedahan kepada Sarin termasuk hidung berhingus, perasaan terhimpit di bahagian dada dan pencerutan pupil (anak mata). Sejenak kemudian, mangsa akan mengalami kesukaran bernafas dan loya dan air liur meleleh. Mangsa terus hilang keupayaan untuk mengawal fungsi tubuh dan mula munta dan membuang air besar dan air kecil. Fasa ini diikuti sentakan otot dan ketaran. Akhirnya, mangsa mengalami koma dan mati lemas sambil mengalami siri spasma.",msa,map-bms
"Luis Alberto Suárez Díaz (s. 24. tammikuuta 1987 Salto, Uruguay) on uruguaylainen jalkapalloilija, joka pelaa hyökkääjänä tai oikeana laitalinkkinä Barcelonassa ja edustaa myös Uruguayn maajoukkuetta. Suárez tunnetaan lempinimellä El Pistolero (suom. revolverisankari).",fin,olo
"En 1896, enfermó probablemente de poliomielitis, lo que provocó el parálisis de sus miembros inferiores. Cuando el revolucion estallo ese mismo año, las maga autoridades españolas, sospechando que él estaba implicado de alguna manera na los disturbios, lo arrestaron. Sin embargo, resultó evidente debido a su enfermedad que los españoles habían incurrido en una equivocación. Lo liberaron y fue enviado al hospital de San Juan de Dios.",cbk,spa
"Shirley Township covers an area of 42.75 square miles (110.7 km2) and contains no incorporated settlements. According to the USGS, it contains two cemeteries: Cedar Hill and Pleasant View.",eng,sco
"ດອກໄມ້ຢູ່ໃນແຕ່ລະປະເທດມີຫຼາຍຊະນິດ ແຕ່ມີພຽງດອກໄມ້ຊະນິດໃດໜຶ່ງເທົ່ານັ້ນທີ່ບາງປະເທດຖືວ່າເປັນດອກໄມ້ປະຈຳຊາດຂອງຕົນ ຫຼື ເປັນສັນຍາລັກຂອງຊາດ. ປະເທດລາວກໍ່ຖືເອົາ ດອກຈຳປາ ເປັນສັນຍາລັກ ຫຼື ເປັນດອກໄມ້ປະຈຳຊາດ ດັ່ງທີ່ຊາວລາວເຄີຍໄດ້ຍິນ ແລະ ໄດ້ຮ້ອງເພັງ ດອກຈຳປາ ມາໄດ້ຫຼາຍທົດສະວັດແລ້ວ, ເນື້ອໃນບາງຕອນກໍ່ໄດ້ບົ່ງບອກສັນຍາລັກດັ່ງກ່າວມານີ້ແທ້:",lao,khm
"{| class=""infobox_v2 vcard"" cellspacing=""7"" border=""0"" style=""border-color:#8888AA;"" | colspan=""2"" class=""entete personne"" style=""background-color:#EEEEFF;color:black;"" | Семенланы Исмаил |-",krc,udm
"Los estudiosos[110]​[126]​se preguntan si el amor y el respeto de la vida conyugal es mayor en los matrimonios arreglados que los matrimonios autónomos. Epstein sugiere que en muchos matrimonios arreglados, el amor surge con el tiempo. Ni los matrimonios arreglados ni los autónomos ofrecen ninguna garantía. Muchos matrimonios arreglados también terminan siendo fríos y disfuncionales, así, con informes de abuso.[127]​[128]​[129]​",spa,nci
"Ghjuvanni Kepleru (in uriginali Johannes Kepler; Weil der Stadt, 27 dicembri 1571 - Ratisbona, 15 nuvembri 1630) fù un astrunomu, matematicu è musicanti tedescu. Scuprì empiricamenti i leghji chì riguleghjani u muvimentu di i pianeti è chì sò chjamati, par appuntu, leghji di Kepleru.",cos,scn
"Geniu Gherardi, ""Guglielmo Guglielmi (1644-1728). Annunziu è nascita di una lingua literaria. Prifaziu di Ghjacumu Fusina"", Corti, Centru culturale univrsitariu, 1995, 163 pagine.",cos,srd
"El villa de Konskowola (en polaco : Końskowola, AFI : [kɔɲskɔ'vɔla]) es una villa polaca cerca na Rio Kurowka y es el capital del municipalidad de Lublin Voivodeship. Este villa tiene estimao populacion de 2,250 (año 2013).",cbk,spa
"Martinon-Torres, M. & Rehren, Th., in press (a). Metallurgy, Europe. In: Encyclopedia of Society and Culture in the Medieval World. Dallas: Schlager.",cat,pdc
अल्फ़ा इक्वूलिआइ (α Equulei) - यह एक G0 III श्रेणी का +३.९२ मैग्नीट्यूड (चमक) वाला तारा है जो पृथ्वी से लगभग १८६ प्रकाश वर्ष की दूरी पर है। ग़ौर से देखने पर ज्ञात हुआ है कि इसका एक साथी तारा भी है जिसके साथ यह एक द्वितारा मंडल में बंधा हुआ है। इसे किटैल्फ़ा (Kitalpha) भी कहा जाता है।,hin,mai
"D'Buerg Malbrouck (muselfränkesch: Buerg Meinsbersch; däitsch: Burg Meinsberg) am loutrengesche Manderen am franséischen Departement Moselle, ass eng renovéiert mëttelalterlech Buerg. Si steet op der Kopp vum Meinsberg.",ltz,pdc
"Si Lanny King McDonald (ipinanganak Pebrero 16, 1953 sa Hanna, Alberta) ay isang dating manlalarong ng ice hockey na mula sa Canada. Naglaro siya para sa Toronto Maple Leafs, Colorado Rockies at Calgary Flames ng National Hockey League (NHL).",tgl,bcl
"La vela de Arava est la vela capitâla del quenton. Na ôtra vela del quenton est Bruga. Les principâles revâls del quenton sont: lo Rin, l’Âra, la Reuss. Lo Jura est na chêna de montagnes u nord.",frp,oci
De belangriekste greuiplaotse van de wilde kieftsbloeme is langes de oevers van de Vechte en t Zwarte Waoter in Zwolle. Hier vie'j ongeveer tachetig prosent van de Nederlaandse kieftsbloemen. Eertieds kwam de kieftsbloeme veur in gebiejen mit klei-op-vene en dan veural de gebiejen die swienters onder waoter stungen. De plaante kan alderbarstends slicht tegen anpassingen an t grondwaoterpeil en is op de meeste plaotsen al veur de Tweede Wereldoorlog uutestörven.,nds-nl,zea
"Gràçie a-a beléssa do pòsto, Séstri Levànte a vîve soviatùtto de turìsmo, gràçie ai vixitatoî lombàrdi, piemontéixi e tedéschi ch'i vegnàn a pasâ e vacànse a-a ciazza.",lij,egl
ប្រាសាទនគរ​បាជ័យមាន​ទីតាំងស្ថិត​នៅ​ក្នុង​ខេត្តកំពង់ចាម​ ចម្ងាយ​២គ.ម​ ពី​ទី​រួម​ខេត្ត​កំពង់ចាម​ និង​​មាន​ចម្ងាយ​សរុប​១២២គ.ម​ ពី​ភ្នំពេញ ។ ប្រាសាទ​នេះ​ស្ថាបនា​ដោយ​ព្រះមហាវីរក្ស័ត្រជ័យវរ្ម័នទី៧​ នាសតវត្សទី១៣ តាម​លំនាំ​រចនាបថ​បាយ័ន។ នៅ​ក្នុង​បរិវេណ​ប្រាសាទ​ មាន​សសរ​ពេជ្រ​ខ្ពស់ៗ ឈរ​ទប់​ទ្រ​ផ្ដែរ​ប្រាសាទ​យ៉ាង​រឹងមាំ​ រីឯ​ទ្វារ​ទាំង​បួន​ទិស​របស់​ប្រាសាទ​ដែល​អម​ដោយ​ជញ្ជាំង​ទាំងឡាយ​ក៏​នៅ​រឹង ​មាំ​ល្អ​គ្មាន​ការ​រង្គោះរង្គើ​ឡើយ។ ​ទស្សនៈ​ វិស័យ​ដើម​នៃ​សំណង់​ប្រាសាទ​នេះ​គឺ​ឧទ្ទិស​ដល់​ព្រះពុទ្ធសាសនា និង​ព្រហ្មញ្ញ សាសនា រហូត​មក​ដល់​បច្ចុប្បន្ន​ស្ថានភាព​ប្រាសាទ​នេះ​គឺ​នៅ​រឹងមាំ​ល្អ​ណាស់​ សម្រាប់​ ការ​ទស្សនា​កម្សាន្ត ​ហើយ​ក៏​បន្សល់​ទុក​នូវ​ផ្ទាំង​សិលា​ចារិក​ ក៏​ដូច​ជា​ចម្លាក់​នានា​ស្ថិត​នៅ​ក្នុង​លំនាំដើម​ទាំងអស់។ ចំណែក​សំណង់​ព្រះវិហារ​ព្រះពុទ្ធសាសនា​ ដែល​ស្ថាបនា​ក្រោយ​សម័យ​អង្គរ​នោះ​ក៏​ស្ថិត​នៅ​ល្អ​តាម​លំនាំ​ស្ថាបត្យកម្ម​ ដើម​ផង​ដែរ។,khm,amh
"Frederich l'era un arei disordinov. Spojandas a la sira, buttava un stival sòtt al ciamin, e posciava l'aut sòtt au lecc: metteva una liamenta int la tascia dla bincetta, e taccava sù l'auta sòtt al specc. Stava int o lecc finch'o sonass l'ora d'anè a scòla; allora os traseva sù impressa, ma mess una ciauza non trovava l'auta, e sautava per la stanza a zoppetta per cercàlla: non trovava i liament perché dispers, ed era costrencc da dosè au lovei un ciott trau. Ciauzandas i strivai, os maravigliava da trovè un ostacol, e l'ostacol l'era una grammatica che a la sira aveva spensieratament ficcov int ugn di strivai medesim. Ol ciappell l'era schisciov sòtt au lecc, ol carimal in mezz a la biancaria, e al penn sul fornell. L'incòstar l'era svarsov, la biancaria imbrattaa, al penn mezz brusaa, e ol scartari piegn 'd polva.",lmo,roh
"To obtain an uninterrupted view of the Sun, the European Space Agency and NASA cooperatively launched the Solar and Heliospheric Observatory (SOHO) on December 2, 1995.",guj,cbk
"Hendrik Johannes Cruijff (Amstèrdame, 25 avril 1947 - Barcelona, 24 mars 2016), cognu entèrnacionalament coment Johan Cruyff, ére un ancian jouyor et entrènor nêrlandês de calço. Ol est considerâ per la FIFA coment yon de los mèlyors calçotors du XXiémo sièclo. Coment calçotor Cruyff 'l at afânâ lo Balon d'Or en três ocacions (1971, 1973, 1974) et pués ol ére yon de los èxponents de la filosofia du calço totâl, qu'at balyiê dês inque un mouvament important dedens lo sport qu'est asse-més apelâ lo Cruyffianismo.",frp,wln
"बीदसर राजस्थान में सीकर जिले के लक्ष्मणगढ़ तहसील क एक ठो गाँव बा। ई गाँव लक्ष्मणगढ़ से 21 किलोमीटर पूरुब में आ नवलगढ़ से 6 किलोमीटर के दूरी पर पड़े ला। बीदसर सटल गाँव में बिड़ोदी, बीदासर, मिर्जवास, दुंदलोद, आ नवलगढ़ बाड़ें। 2011 की जनगणना के अनुसार बीदसर के कुल जनसंख्या 2546 रहल।",bho,mai
ដើម្បីរត់គេចពី របប​ ហ៊ីធ្លា របស់អាឡឺម៉ង់​ នៅឆ្មាំ ១៩៣៥ ប៉ូហោរីឡេ បានផ្លាស់ទៅរស់នៅ ក្នុងទីក្រុង ប៉ារីស នៅទីនោះហើយទើបនាងបានជួបអ្នកថតរូបដែលជាស្វាមីរបស់នាងឈ្មោះថា អាន់ទ្រី ហ្វ្រីដម៉ាន់(Andre Friedmann)។ ភាពជាស្រ្តីជាជាតិជិហ្វ នៃប្រទេស ហង់ការីម្នាក់នាងបានក្លាយជាជំនួយការផ្ទាល់ខ្លួន និងរៀនពីការថតរូប ជាមួយ អាន់ទ្រី ហ្វ្រីដម៉ាន់។ ពួកគេបានចាប់ចិត្តស្រលាញ់គ្នាទៅវិញទៅមក​ ។ តារូ បានចាប់ផ្តើមធ្វើការអោយក្រុមហ៊ុនថតរូបមួយកន្លែង ឈ្មោះថា អាឡេន(Alliance ) នាងមានមុខងាជា រចនារូបភាព។ ក្នុងឆ្នាំ ១៩៣៦​ តារូ​បានទទួលព្រះរាសារតែងតាំងជាឆាយាលក្ខណ៏សាព័តមាន។នៅពេលនោះ​ទាំងនាង និងរ៉ូបឹត កាប៉ា ត្រូវបានប្រគល់អោយនូវគំរោងការមួយ​ព្រមទាំងការថតរូបថ្មីៗជាច្រើនផងដែរ​​ ប៉ុន្តែទាំងរូបថតទាំងអស់នោះត្រូវបានលក់គ្មានសល​នៅសហរដ្ឋអាមេរិក ក្នុងឆ្នាំ ១៩២០,khm,amh
"Dominique Turberg, (Sozialist) Jakob Willy, (Radikal) Olivier Perrot, Präs. (Canette) Annabelle Meyrat, Vizepräs. (Liberal-PPN) Roland Perret-Gentil, (Canette) Wahle von 2008",als,deu
Below was the list of the types of sports played in the SEAG from 1959. the bullet mark (•) indicates that the sport was played in the respective year.,urd,hif
"Pod vođstvom Gamal Abdel Nasera izvršen je 1952. državni udar i umesto kralja Faruka (1936 - 1952) postavljen je kralj Fuad II, iako je vlast zapravo preuzelo Revolucionarno veće pod vodstvom vrhovnog vojnog zapovednika Muhamed Nagiba. 1953. proglašena je republika. Nagib je postao predsednik republike i vlade. Posle pokušaja atentata na potpredsednika vlade Gamala Abdela Nasera (1954) Nagib je sklonjen iz politike, a Naser je postao predsednik vlade i republike.",hbs,hrv
"Balaraja iku kacamatan ing Kabupatèn Tangerang. Kacamatan iki wewatesan karo Kacamatan Cikupa ing sisih wétan, Kacamatan Jayanti ing sisih kulon, Kacamatan Kronjo lan Kacamatan Kemeri ing sisih lor lan Kacamatan Tigaraksa lan Kacamatan Cisoka ing sisih kidul. Kacamatan Balaraja iku kacamatan sing tuwuhing ékonomi, populasi, lan dinamika sosial paling rikat antarané laladan liyané ing Kabupatèn Tangerang Kulon. Posisi tlatah iki strategis amarga diliwati dalan nasional (Trans Sumatera) lan dalan provinsi (Jakarta, Banten, Lampung).",jav,map-bms
"Krizantemo esas arboreto qua formacas genero ek la familio ""kompozaji"", kultivata en l'europeana gardeni pro lua flori, flava, blanka, rozea, violea. chrysanthemum",ido,epo
"De stad zölf hef 301.834 inwoners (2014) en vörmt 't centrum van 't industriegebied van Opper-Silezië, dat met zien 3,5 miljoen inwoners in zowat de grootste agglomeraotie van Polen vörmt, zölfs nog groter dan die van Warschau.",nds-nl,hsb
"К. Сагды 1930 чылдың март 15-те Тыва Арат Республиканың Чөөн-Хемчик кожууннуң Шеминиң Кожагар-Өдекке төрүттүнген. Шеми, Бай-Хаак эге школаларынга, Кызылдың 2 дугаар школазынга өөренген. Ленинградтың Н. Островский аттыг театр институдун база Күрүнениң кинематография институдунуң аспирантуразын дооскан.",tyv,mhr
"Oûta, étò Ohta (patoué de la bassa valâye), chovèn la Veulla (d'Oûta), (eun fransé, Aoste ; eun italien, Aosta) l'èt euna qeumeun-a é la capitâla de la Val d’Oûta.",frp,lij
"८ जुलै २०१६ को बुरहान वानी-नामक आतंकवादी भारतीयसेनया हतः। तस्य वार्षिकमृत्युतिथौ एव आतङ्कीयाक्रमणम् अभवत्, येन जम्मूकाश्मीरस्य जनेषु सः हुतात्मत्वेन जीवितः भवेत्, अतः आक्रमणम् अभवत्। एतस्य पूर्वसज्जतात्वेन सुरक्षायाः सशक्ता व्यवस्था कृता आसीत्। परन्तु एतत् आक्रमणम् अभवत्, यस्मिन् भारते विपक्षीयदलैः सर्वकारस्यो परि सुरक्षात्रुटेः आरोपः कृत्वा अन्वेषणस्य याचना कृता।",san,mai
"Gnostici shvaćaju Boga, koga imenuju neobičnim imenima (Šutnja, Ponor i sl.), kao apsolutno transcendentalnog, nespoznatljivog, neopisivog, nedohvatljivog, odvojenog od materijalnog svijeta. Govor im je sukladan ""negativnoj teologiji"" jer smatraju da se o Bogu može daleko više reći što on nije nego što jest. Bog, koji je ""Otac svega"", postupno se manifestira do ""vidljivog"" boga u ljudskom obliku.",hrv,hbs
La Chapelles des Frasses est citée dès 1178. Elle a ensuite changé plusieurs fois de nom avant de prendre le nom de La Chapelle-d'Abondance.,fra,oci
"L'è nassù in Francia (Franza) a Bayonne al 22 'd maj dal 1711. L'à studiè a Parigi e pò l'è 'ndè a stär a Madrid, indò l'à principiè a lavorär par Filip, al fiól dal re 'd Spagna.",egl,lmo
Am Martinsdag 1889 duet dr Robert Heck en seira Hoimetstadt Stuegert da ledschda Schnaufer. 58 Jôhr alt isch der Môô wôrra. Sei ledschda Ruah fendet’r uff-em Pragfriidhof; sei Grab kô-mr heit noh ôôgucka.,als,pfl
"Routh, E. J. (1877). Treatise on the Stability of a Given State of Motion. MacMillan. Reprinted in 'Stability of Motion' (ed. A.T.Fuller) London 1975 (Taylor & Francis).",vie,sin
"Ainu pagsasao or pagsasao (Russia, Japan) (like Arabic or Japanese, the diversity within Ainu is large enough that some consider it to be perhaps up to a dozen pagsasao while others consider it a single pagsasao with high dialectal diversity)",ilo,sna
"La pruvîncia l’è traversêda p'r al lêregh da la Via Emélia, fâta da i rumân, che a's gh’é més ed fiânch int al XX sècol l' Avtostrêda dal Sōl e, préma incòra, la lénia feroviâria Milân - Bològna. A gh’în ânca presèinti al léni lochêli dal Ferovéi Arzâni. P'r al lòngh, da mezanôt a mezdé, la pruvîncia l’é traversêda da la Strêda Statêla dal Pâs dal Cerêto(SS 63)",egl,roh
"Kesannya, apabila buluh mulai lemah, ia akan remuk sendiri akibat dari kesan menjerut tiub basikal itu sebelum ia sempat meletup. Sekiranya ia meletup sekali pun, kebiasaannya buluh akan meremuk terus kerana jerutan tiub basikal tadi. Dawai itu pula akan menghalang tiub basikal dari meregang banyak sangat dan menghembur serpihan orang sekeliling.",msa,map-bms
"Al so nome al podarèe gner tant da 'l vers che al fa, o fursi da 'l todesch Eule (orden de i Stigiformes) o Uhu (gufo real). Sto ultimo in particolar al è na bestja de dimensjon fora de 'l normal e fadigosa da veder, sichè la podarèe proprjo er inspirà la lejenda. Al é curjoss al descorso che se cata osei lejendari de dimension spaventose anca ten altre culture, come ten quela 'mericana (Thunderbird o Osel de 'l Ton) e ten quela de 'l medio-oriente (Roc).",vec,lij
"Kuhn, Sherman M. ""Old English Aglaeca-Middle Irish Olach"". Linguistic Method : Essays in Honor of Herbert Penzl. Eds. Irmengard Rauch and Gerald F. Carr. The Hague, New York: Mouton Publishers, 1979. 213–30.",ang,bjn
"Filefjell Kongevejen er navnet på den gamle sti over Filefjell, et bjergområde mellem Lærdal i Sogn og Fjordane fylke og Valdres i Oppland fylke i Norge. Det er den historiske hovedrute mellem Vestlandet og Østlandet.",dan,nob
"जुांव / John १ : ३ – ४ - ताचे वर्वीं सर्व वसतू रचल्यात आनी रचलेल्यां वसतूं मदें ताचे विणें आयलेलें कायच नां, ४ ताचे सवें जिवीत आसलें, आनी तें जिवीत जावन आसलें मनशांचो उज्वाड. / All things came to be through him, and without him nothing came to be. What came to be 4 through him was life, and this life was the light of the human race;",kok,sna
"De tjiftjaf (Latien: Phylloscopus collybita, zang ?/i) is n kleine, dunne zangvoegel uut de familie Phylloscopidae en n veulveurkoemende breudvoegel in Nederland. De voegel het zien naam te danken an zien zang (onomatopee), wat klinkt as tjif-tjaf. De fitis en de tjiftjaf bin tweelingsoorten en beie insekteneters mit n dunne fiene sneb. Ze bin arg bewegelik en laoten wat oenrustig gedrag zien. t Uterlik van de tjiftjaf liekt arg op de fitis, mar meestentieds hen tjiftjafs donkere poten, terwiel fitissen over t algemeen lichte poten hen. An der zang ku'j de fitis en de tjiftjaf makkelik van mekaar oenderscheien.",nds-nl,zea
"Ye la 23ma di februaro 1775 en Paris la dramato Le Barbier de Séville da Pierre Beaumarchais esis unesmafoye pleata. La teatrajo balde divenis sucesoza. La kariero di Beaumarchais kom dramatisto komencis tarde en ilua eventoza vivo ed ilua unesma dramato aparis en 1767. En 1764 il pasis dek monati en Hispania, precipue pro komercala aferi. Dum la sejorno il aquiris idei por dramatala karakteri. Ilua tri dramati Le Barbier de Séville, Le Mariage de Figaro e La Mère coupable inkluzas la karaktero Figaro, qua esas bon-humora e helpema, ma anke bitrigita e cinika. Plura operi esis kreata de Le Barbier de Séville; la maxim sucesoza esis la opero da Gioachino Rossini, di 1816.",ido,epo
"གཞོང་བ་ལྟ་བུའི་ཟས་སྣོད་ཅིག་གི་མིང་སྟེ། ཤེལ་གྱི་ཀ་ཏོ་ར་ཤིང་ཏོག་གིས་ཁེངས། the basin which made of glass full of fruits. ཟངས་ཀྱི་ཀ་ཏོ་ར་འབྲི་མར་གྱིས་བཀང་། the copper basin filed with yak butter. Basin, bowl",bod,sna
