sentence,lang
"Kserofite (grč. ξηϱόςφυτόν - xerosphuton, skovano od ξηϱός - xeros = suh + φυτόν - phuton = biljka) je uobičajeni naziv za biljke koje su prilagođene životu u suhim predjelima ili fiziološki nepovoljnim staništima (slano ili kiselo tlo) zahvaljujući adaptacijskim mehanizama za sprečavanje gubitka vode ili za skladištenje raspoložive vode.",bos
"U 19.st. Friedrich August Kekule von Stradonitz otkriva strukturu benzena. Navodno je njegovu strukturu sanjao. Benzen je kancerogen, ali se nalazi u veoma mnogo spojeva. Čak i poznati lijek Aspirin u sebi sadrži benzensku jezgru. Molekulska formula benzena je C6H6, a izvori su katran kamenog ugljena, nafta.",hrv
Криловскаја (рус. Крыловская) насељено је место руралног типа (станица) на југозападу европског дела Руске Федерације. Налази се на североистоку Краснодарске Покрајине и административно припада њеном Криловском рејону чији је уједно и административни центар.,srp
"Treći album idola je objavljen 1983 godine pod nazivom ""Čokolada"". Ovaj album je potpuno komercijalno ostvarenje zapakovano u slatki crveni omot na kojem se nalazi djevojčica koja jede čokoladu sa poznate etikete Zvečevo ""Seka"" čokolade. Prvobitna ideja je bila da se ovaj album objavi kao dupli mni LP pd nazivom ""U gradu bez sna"", ali je objavljen kao standardni album. Na albumu su se našle pjesme kao što su ""Čokolada"", ""Stranac u noći"", ""Soda boj"", ""Vetar i zastave""... Naklada ovog albuma je bila 350.000 primjeraka, što je uz Riblju Čorbu (Mrtva priroda), najprodavaniji rock album u Jugosalviji do tada.",bos
"U završnom dijelu Hrvatskog kupa sudjeluje 16 klubova najboljih po koeficijentu uspješnosti u natjecanju u zadnjih pet godina, 21 osvajač Županijskog kupa i 11 finalista iz županijskih saveza s najvećim brojem registriranih nogometnih klubova (pravilnik koji preferira kvantitetu umjesto kvalitete).",hrv
Такмичење у дисциплини бацање кугле у мушкој конкуренцији на Европском првенству у атлетици 2011. у Паризу одржано је у 4. марта (квалификације) а 5. марта (финале). Учествовала су 23 такмичара из 17 земаља.,srp
"Одмах се показало да нема довољно оружја за опремање иоле веће устаничке војске. Окупатор у побуњену Топлицу и Јабланицу шаље три дивизије, које су устанак сурово угушиле. Спаљивана су села и од преких судова изрицане смртне пресуде (само у селу Разбојни убијено је око 2.000 људи). У марту је устанак угушен, Коста Војиновић је погинуо, а Коста Пећанац је наставио четовање, проваливши до Босилеграда (тада у Бугарској), кога је спалио. У овом устанку настрадало је око 20.000 српских цивила.",srp
"Инклинација (нагиб) орбите у односу на раван еклиптике је 26,685 степени, а орбитални период износи 1588,815 дана (4,349 године). Ексцентрицитет орбите астероида износи 0,534. Апсолутна магнитуда астероида износи 9,45 а геометријски албедо 0,292.",srp
"Lasinja ima OŠ ""Antun Klasinc"" Lasinja, koja je dovršena još 1991., ali je svečano otvorena 1997. godine. Iako je 1991. godine bila opremljena namještajem i ostalom opremom te predana učiteljima i učenicima na korištenje, osujećena ratnim zbivanjima i razaranjem, svoje prve učenike primila je tek 8. rujna 1997. Dan škole obilježava se na dan Sv. Antuna.",hrv
"Kod opsjene, uvijek je riječ o opažanju (samo iskrivljenom, netočnom) nekog u stvarnosti postojećeg predmeta ili događaja, za razliku od halucinacije, gdje ne postoji stvarni objekt.",hrv
"""Blah Blah Blah"" je pjesma američke pjevačice Ke$he. Objavljena je 19. veljače 2010. kao njen debitantski singl, ali i kao najavni singl za njen album Animal. Ke$ha je izjavila da pjesma govori i muškarcima na onaj način na koji oni govore o ženama u glazbenoj industriji. Pjesmu su napisali Ke$ha, Neon Hitch, Sean Foreman, a producent pjesme je Benny Blanco. Na pjesmi gostuje američki sastav 3OH!3.",hrv
"Igrao za klubove: ""Solaris"" Šibenik, ""Mladost"" Zagreb, ""Jadran"" Split. Direktor je za ""Mladost"" Zagreb. Godine 2004. je izabran za predsjednika Hrvatskog vaterpolskog saveza.",bos
"Osnovala ga je carica Katarina Velika 12. siječnja 1794. godine te je njoj u čast nosio ime Jekaterinodar (Katarinin dar), a današnje ime nosi od 1920 nakon Oktobarske revolucije. Podrijetlo grada počinje s tvrđavom koju su sagradili Kozaci, kako bi obranili imperijalne granice od Osmanlija. U prvoj polovici 19. stoljeća postaje središte Kubanskih Kozaka. Status grada dobiva 1867. i grad postaje vitalno trgovačko središte južne Rusije. U tijeku Ruskog građanskog rata grad je par puta bio u rukama Crvene armije, a par puta u rukama Bijele armije i njihovih saveznika. Za vrijeme II. svjetskog rata grad su okupirali Nijemci u razdoblju između 12. kolovoza 1942. i 12. veljače 1943., a grad je pretrpio ratna razaranja. Nakon što je grad nanovo zauzela Armija, počelo je prvo suđenje za žrtve holokausta. Devet je ljudi osuđeno na smrt, a grad je obnovljen.",hrv
"Study of the conservation treatment applied to the archaeological horn silver artefacts,članak u METAL 2013,Edinburgh 2013.,Conference Proceedings",srp
1943. godine SSSR je proizveo novi tenk T-34M na čijim osnovama je proizveden novi T-44 tenk. T-44 je bio znatno poboljšan u odnosu na T-34 ali je imao kao i T-34 tenk malu kupolu na koju se nije mogao ugraditi novi užljebljeni top 100 mm.,bos
"Iako album sadrži industrijalne elemente, Frost tvrdi kako je takvo stajalište o albumu bilo prenapuhano: ""Ne čujem mnogo industrijalnih utjecaja u Satyriconovoj glazbi... Znam da je nekoliko ljudi ustanovilo kako Rebel Extravaganza sadrži mnogo industrijalnih kvaliteta i utjecaja, ali osobno ih čujem samo na malo mjesta, te ne mislim da dominiraju albumom na bilo koji način.""",hrv
"У брвнари Димитрија Пауновића уз огњиште се сачувало и оригинално посуђе – казан на веригама, као и ситније посуђе на дрвеним полицама фиксираним на зидове и ниска, дрвена округла софра за ручавање, те је тако сачуван и дух ове старе куће.",srp
"Shelly-Ann Fraser pripremala se za Olimpijadu u Pekingu s reprezentativnim kolegom Asafom Powellom. Pobijedivši u olimpijskom finalu na 100 m, postala je prva Jamajčanka sa zlatom u toj disciplini u povijesti zemlje. U prvoj kvalifikacijskoj utrci, ostvarila je vrijeme od 11:35 te je bila 11., dok je na drugoj utrci kvalifikacija bila 3. s vremenom od 11:06. Tako se plasirala u polufinale gdje je bila 1. s vremenom 11:00. U finalnoj utrci Shelly-Ann je pobijedila s vremenom 10:78. Time je sprinterica ostvarila i najbolji osobni rekord. S tim vremenom postala je druga najbrža jamajčanska sprinterica u povijesti, iza Merlene Ottey (10:74). Njezinim sunarodnjakinjama, Sherone Simpson i Kerron Stewart dodijeljene su srebrne medalje, budući da se i uz pomoć foto-finiša nije moglo odrediti tko je bio drugi (10:98).",hrv
"Teutin zvončić (lat. Campanula teutana), hrvatska endemska biljna vrsta iz porodice zvončikovki. Otkriven je u blizini Teutine špilje na otoku Visu 2014 godine, pa je ime i dobio po ilirskoj kraljici Teuti.",hrv
"Орлице је насељено место у Босни и Херцеговини у општини Травник. Административно припада Федерацији Босне и Херцеговине, односно њеном Средњобосанском кантону. Према попису становништва из 2013. у насељу није било становника, а већинску популацију пре рата чинили су Срби.",srp
"U navedenim primjerima slovo e se ne izgovara, ali se tremom pokazuje da slovo u treba izgovarati izdvojeno, tj. kao (u), a ne kao gu, koji se prema pravopisu čita najčešće kao g.",bos
Galun je nenaseljeni otočić u hrvatskom dijelu Jadranskog mora. Pripada Kvarnerskoj skupini otoka. Nalazi se oko 3 kilometara od mjesta Stara Baška na otoku Krku. Administrativno je dio općine Punat.,hrv
"Do danas, naučnici su identificirali 358 genskih fuzija, koji uključuje 337 različitih gena. Ovi geni su pronađeni u gotovo svim glavnim podtipovima identifikacije ljudskih neoplazija. Ove fuzije gena imaju važnu ulogu kao dijagnostički i prognostički markeri.",bos
"Privreda Gane temelji se na poljoprivredi i rudarstvu. Glavni izvozni proizvodi su zlato, kakao i drvo. Izvozi se i električna energija proizvedena u hidroelektrani Akosombo na rijeci Volti. BDP je u 2004. bio oko 2.300 USD po stanovniku, mjereno po PPP-u.",bos
"2000. — У Баренцовом мору потонула руска нуклеарна подморница Курск, после две експлозије узроковане кваром, у којој је погинуло свих 118 чланова посаде.",srp
"Mavrovsko jezero (makedonski: Мавровско Езеро) je umjetno jezero koje se nalazi u sjeverozapadnom dijelu Republike Makedonije, na nadmorskoj visini od 1 200 m., između visokih šumovitih planina.",hrv
1. Rigveda je najstariji kompletni indijski tekst. Sastoji se od 1028 mantri na sanskrtu s ukupno 10.000 stihova u 10 knjiga. Pjesme su posvećene božanstvima.,hrv
"Захтеви за погон летелица су различити, што је довело и до разлика у концепцији и у конструлцији млазних мотора. За путничке авионе на дугачким линијама лета потребан је економичан мотор као што је двопроточни турбомлазни мотори, а за ракете велики потисак на великим брзинама, што остварује ракетни и набојномлазни мотор.",srp
Glarus je kanton smješten na istoku Švicarske sa 38.237 stanovnika (2007). Službeni jezik u kantonu je njemački. Glavni grad kantona je Glarus.,bos
"Snimanje je počelo sa Johnom Farrowom kao režiserom, i Emmettom Emersonom kao prvim pomoćnikom režisera u Londonu. Obojica su bili zamijenjeni.",bos
"Herschel, C, The Two Books on The Water Supply of the City of Rome of Frontinus, (trans with explanatory chapters) New England Water Works Association (1973).",bos
"Даљи развој, био је усмерен на побољшање перформанси без повећања масе и габарита мотора. То је убрзо довело до развоја мотора са допунским сагоревањем, што је довело до малог повећања масе, али је значајно побољшало перформансе. Међутим, ово је постигнуто на рачун потрошње горива. Типични представници апликација 1950. године, на западу су били Џенерал Електрик Ј79, а на истоку Тумански Р-11. Оба мотора су омогућили ловачким авионима да лете са брзином, које одговарају еквиваленту Маховог броја 2. Технички проблеми су углавном решени. Тада је настао тренд развоја, средином 60-их година прошлог века, у смеру постизања Маховог броја 3. У Совјетском Савезу, развијен је Тумански Р-31 а у САД, Прат енд Витни Ј58, који је због великог топлотног оптерећења, на тим брзинама, користио посебно гориво (JP-7). У току те трке, за све веће брзине и висине, захтеви развоја авиона су условили промену мотора. Тада је искристалисан критеријум на велику специфичну снагу и на малу потрошњу горива, добро убрзање прираста потиска, поузданост и способност у надзвучном лету. Та тенденција је довела до увођења Двопроточног турбомлазног мотора у војном ваздухопловству, као што је Прат енд Витни F100 и Тумански Р-33. Да би се покрио широк опсег брзина може бити понекад врло сложен проблем, па су у употреби различите апликације. Све у свему, мотори су увек били доминантног утицаја на карактеристике ловачких авиона и стицање предности над противником у циљу избегавања његових ракета и заузимање повољног положаја за лансирање својих.",srp
"FIFA Konfederacijski kup 2005. je sedmo izdanje Kupa konfederacija koje se igralo od 15. do 29. lipnja 2005. u Njemačkoj. Naslov je osvojio Brazil, tadašnji svjetski prvak sa Mundijala u Japanu i Južnoj Koreji 2002.. U finalu igranom na Waldstadionu u Frankfurtu, Carioce su pobijedile Argentinu sa visokih 4:1. Bila je riječ o svojevrsnom revanšu na finale Copa Américe gdje je Brazil ponovo briljirao.",hrv
"Molotovljev koktel koristi se i protiv motornih vozila i protiv pješaštva. Motrona vozila, primjerice tenkove, onesposobljava tako da im zapali spremnik s gorivom ili streljivom. Ipak, kako su tenkovi sve kvalitetniji i otporniji, ovaj scenarij je sve rijeđi. Osim toga, važna je i umješnost onoga koji koktel baca, tj. gađa metu. Ukoliko se koktel koristi protiv pješaštva, može biti koban i zadati jake opekline.",hrv
"Прво исказивање ауторитета нове владарке представљао је формално признавање њене власти од стране аустријских земаља 22. новембра 1740. године. Био је то детаљно испланиран јавни догађај који је служио као формално признање Марије Терезије као законитог владара Аустрије. Истог дана је у Хофбургу положена заклетва на верност Марији Терезији. За краља Чешке крунисана је 25. јуна 1741. године у Катедрали светог Мартина, традиционалном месту крунисања чешких монарха.",srp
"Ako u stanici postoji dovoljna količina kisika, odvija se aeroban metaboličnki proces pri kojem pirogrožđana kiselina ulazi u mitohondrij stanice i spaja se s koenzimom A. Nastaje acetil koenzim A koji ulazi u proces Krebsovog ciklusa. Krebsov ciklus odvija se u matriksu mitohondrija te u njega ulaze još voda, adenozin difosfat i prijenosnici elektrona NAD+ i FAD. U Krebsovom ciklusu acetil CoA razgrađuje se do CO2 te se oslobađa koenzim A koji se potom vraća u proces. Razgradnjom acetil koenzima A oslobađa se energija koja se veže za adenozin difosfat te nastaju dvije nove molekule adenozin trifosfata. Nastali vodikovi ioni vežu se za prijenosnike.",hrv
"On je također mogao dodati da većina serenada ima uloge za grupe od 3-6 pjevača, a neke od njih uključuju i hor. Od njegove tri sačuvane serenade najzanimljivija je, a ujedno i najduža ""La Sena festeggiante(Velika proslava na Seine).""",bos
"Посебан правац развоја млазних мотора, био је усмерен на решења, са којима се компресија ваздуха врши са спољним извором енергије. У томе правцу је било неколико извођења где је ваздух сабијан са класичним бензинским мотором. Прављена је смеша ваздуха и горива и убацивана у комору сагоревања, где се палила и сагоревала. Чак је у Јапану спремано такво решење за погон авиона камиказа, крајем Другог светског рата. Ова решења нису имала практичан успех.",srp
"Analiza genoma modernih ljudi dokazuje da su se oni parili s najmanje dvije različite vrste pradavnih ljudi: neandertalcima (sličnim onima koji su naseljavali Kavkaz, a ne onima sa Altaja) i denisovcima. Otprilike 4% jedarne DNK današnjih neafričkih ljudi potiče iz neandertalskog genoma, što ukazuje na genetičko miješanje vrsta. Poređenje genoma denisovskog čovjeka s genomima šest raziličitih populacija modernih ljudi: Kung iz Južne Afrike, Nigerijaca, Francuza, stanovnika Papue Nove Gvineje i otoka Bougainville i Han Kineza dokazuju da oko 4% do 6% genoma melanezijskih naroda (u ovom slučaju Papuanaca i stanovnika otoka Bougainville) vodi porijeklo od denisovskih populacija. Toliko DNK je vjerojatno unijeto u genom sadašnjih ljudi tokom ranih migracija u Melaneziju. Ova otkrića su u skladu s rezultatima drugih poređenja genoma koja su dokazala relativno povećanje frekvencije alela denisovskih ljudi u genomu australskih Aboridžina, u odnosu na evropske i afričke populacije. Genomi papuanskih populacija, međutim, imaju najveći broj zajedničkih alela s denisovdkim ljudima, više i od australskih Aboridžina.",bos
"Tatra K5 je dvosmjerni šesteroosovinski zglobni tramvaj proizveden u ČKD-u, u Pragu. Taj tip, koji je odvojen od jednosmjernog tipa Tatra K2, je prodavan u Kairu, u Egiptu, gdje je prodano 200 tramvaja ovog tipa. Zbog lošeg održavanja i vremenskih prilika, tramvaji su vozili manje od desetljeća.",hrv
"Koprolalija (grč. κόπρος = izmet, λαλία = blebetanje, od lalein = govoriti) bolest je koja izaziva nenamjerno i nekontrolirano psovanje. Često se povezuje s Touretteovim sindromom, ali ona čini samo 15 % simptoma.",hrv
Najveća izmjena na ovoj verziji je bila ugradnja termovizije za nišandžiju i spremnika za granate sa američkom tenka M1 Abrams. Vrijeme punjenja gorivom je znatno smanjena zbog modificiranih filtera za gorivo. Ova generacija tenka se proizvodila u periodu od maja 1982. do novembra 1983. godine.,bos
"Наставу је изводило пет сталних и седам хонорарних професора и стручних учитеља. Поред стално запошљених предавача, наставу су изводили и хонорарно ангажовани нишки сликари и вајари;",srp
"Серија има дозволу за више од 190 земаља. У Аустралији, Некада давно први пут је емитован на телевизији Seven Network, са почетком 15. Маја 2012. У Канади се емитује CTV, од 23. Октобра 2011. У Уједињеном Краљеврству је емитовано на Channel 5, са почетком 1. априла 2012.Дана 17. Децембра 2013, потврђено је да Channel 5, неће емитовати серију после треће сезоне у Уједињеном Краљеврсву. Дана 14. марта 2015, серија се вратила у Уједињено Краљеврсво, када је Нетфликс преузео шоу, и почео да приказује све сезоне на Нетфликсу и премијерно сваку нову епизоду приказује средом, после њиховог првог приказивања недељом на АБЦ.",srp
"Kapele svetog Ivana (nekad mrtvačnica) i svetog Roka te ostaci crkvice posvećene sv. Vidu nalazile su se između katedrale i pripadajućeg joj zvonika. Glava boga Jupitera koja je bila uklesana nad prozorom kapele sv. Ivana vrijedan je kiparski rad rimske skulpture iz 3. st. Kapela vjerojatno sagrađena u 15. porušena je početkom 20. st., a Jupiterova glava prodana je u Beograd gdje se i danas nalazi u Narodnom muzeju. U 17. st. sezala je kapela sv. Roka na čijem je mjestu danas stambena novogradnja, a inventar je izgubljen. Zacijelo joj je pripadao drveni polikromirani kip sv. Roka baroknih osobina koji se danas čuva u katedrali. Na zapadno lice zvonika oslanjala se nekada kasnoromanička i ranogotička sakralna građevina od koje su sačuvani tragovi zabata i sjeverni zid s fragmentima romaničkog portala i s trima zazidanim ranogotičkim monoforama (crkvica sv. Vida).",hrv
"Energetska vrijednost 100 grama svježeg korijena koromača iznosi 31 kcal / 130 kJ. Od toga 1,2% čine bjelančevine, 0,2 % masti i 7,3 % ugljikohidrati. Sadrži 3,1 g dijetalnih vlakana, kao i još dvanaest važnih elemenata u tragovima i četrnaest aminokiselina u idealnom sastavu. Od minerala izvrstan je izvor kalija (414 mg), dobar je izvor mangana (0,2 mg, što čini 10 % RDA), a od vitamina izvrstan je izvor vitamina C (12 mg, što čini 20 % RDA).",hrv
"BPz3 je oklopno vozilo za popravke opremljeno buldožerom, kranom s vitlom. Naoružan je mitraljezom, bacačem dimnih zavjesa, te opremljen ABH zaštitom.",bos
"Milan je povukao iz upotrebe dres sa brojem 3, koji je Maldini nosio tokom čitave svoje karijere, uz mogućnost da se on vrati u upotrebu u slučaju da jedan od njegovih sinova stigne do prvog tima.",bos
"Pohađao je gimnaziju u Vinkovcima, a studirao u Beču. Tamo je radio kao novinar, pisac i prevoditelj. Pripadao književnojezičnomu ilirskomu krugu., a preveo je Babukićevu slovnicu iz 1836. godine. Osnove ilirske gramatike objavljuje pod naslovom ""Grundzüge der Ilirischen Grammatik"", 1839. godine. Razlikujući hrvatski i srpski jezik, objavio je priručne gramatike hrvatskoga i srpskoga, te hrvatsko-njemački i njemačko-hrvatski rječnik.",hrv
"Ekstrakt matičnjaka ima antibakterijska, antivirusna i umirujuća svojstva. Također se koristi i kao začin. Eterično ulje matičnjaka se koristi u medicinske i kozmetičke svrhe.",bos
"Usporedno s tradicionalnom vrstom glazbe, zadnjih su se desetljeća u Bosni i Hercegovini razvili i novi glazbeni žanrovi poput heavy metala, hip hopa, housa i techna, reggae, jazz, blues, itd., čime Bosna i Hercegovina ne zaostaje za ostalim zemljama svijeta. Metal scena osobito se razvila u gradu Tuzli.",hrv
"Бетенивил (франц. Bétheniville) насеље је и општина у североисточној Француској у региону Шампањ-Арден, у департману Марна која припада префектури Ремс.",srp
(1. - teritorij je bio dio 1. francuskog kolonijalnog imperija 2. - teritorij je bio dio 2. francuskog kolonijalnog imperija sad - teritorij je i danas dio Francuske Republike),hrv
"Ken Sugimori, Pokémon crtač, otkrio je da će Roselia dobiti svoj evoluirani oblik u Pokémon Diamond i Pearl videoigrama. Kasnije je otkriveno da je to Roserade. Roselia je dobila i svoj prije-evoluirani oblik, koji se zove Budew.",bos
"Čak i nakon što su britanski vlasnici posjeda u Senegalu i Gambiji bili su podređeni britanskoj kruni, utjecaj Mane-kneževina je opstao. Gambija je 1843. postala britanska krunska kolonija, a 1960. stekla je autonomiju. Potkraj kolonijalnoga doba, ranih 1950-ih, 97 % gambijskoga gospodarstva počivalo je na kikirikiju. Tada je od 275 000 stanovnika tek 4 000 bilo pismeno. U glavnom gradu nije bilo hotela osim državnog konačišta, koje je imalo šest postelja, ali nije bilo restorana.",hrv
"Vesna Vulović je preživjela kao jedina od šest članova posade i 22 putnika. Nakon 27 dana u komi i 16 mjeseci rehabilitacije, nastavila je raditi u JAT-u.",hrv
"Tornjak (u FCI pod rednim brojem # 355 zvanično priznat pod nazivom bosanskohercegovački-hrvatski pastirski pas Tornjak) je pasmina pastirskog psa koja živi na području BiH i Hrvatske. Tornjak je kao autohtona pasmina registrovan 9. maja 1981. godine pod imenom ""Bosanskohercegovački pastirski pas - tornjak"", a 2007 je preimenovan u ""bosanskohercegovački-hrvatski pastirski pas - tornjak"".",bos
"U sonoluminescenciji, akustički šok talasi stvaraju privremene mjehuriće koji propadaju ukratko nakon stvaranja, proizvodeći vrlo visoke temperature i pritiske. Tokom 2002. godine, ruski naučnik P. Taleyarkhan prijavljuje mogućnost pojavljivanja mjehuraste fuzije u privremenim mjehurićima (sono fuzija). Od 2005. godine eksperimenti koji se provode da bi se utvrdilo da li se fuzija javlja ili ne, daju dvosmislene rezultate. Ukoliko se javlja fuzija to je zato što su lokalna temeratrura i pritisak dovoljno visoki da proizvedu vruću fuziju.",bos
"Svoj nogometni put Jean započinje 2004. u mlađim kategorijama Jeunessea, a nastavlja 2011. u Moossou. U Europi dolazi sa 16 godina i ide na probu u njemačkog prvoligaša Hoffenheim gdje prolazi, ali ne uspijeva riješiti dokumente. Poslije Njemačke odlazi na probu u Club Brugge, a kasnije i u Monaco. U klubu iz kneževine dobija priliku ostati, ali tada ga i poziva splitski Hajduk. U Hajduku zadovoljava na probi, u prijateljskim utakmicama postaje miljenik navijača splitskog kluba. Službeno za Hajduk potpisuje 20. siječnja 2013. Svoje prve minute upisuje u prvenstvenom ogledu protiv Slaven Belupa ušavši u 85. minuti kao zamjena za Ivana Vukovića i ubrzo postaje neizostavan član prve jedanaestorice. Svoj prvijenac u bijelom dresu u HNL-u (poslije 4 pogotka na pripremama) postiže 21. travnja protiv Slaven Belupa. Ujedno je to i 4000. gol Hajduka u prvenstvenim utakmicama od osnutka 13. veljače 1911. godine pa se tako Jean zauvijek upisuje u klupsku povijest. Do kraja prvenstva zabija još u porazu od Splita na premijeri trenera Igora Tudora. Navijače je zadivio golom i asistencijom u prvoj utakmici finala kupa protiv Lokomotive.",hrv
"У модерно доба Нара је седиште владе провинције, и развила се у локални центар трговине. Нара је проглашена градом 1. фебруара 1898. године.",srp
"Na turniru se natječu osam ekipa reprezentacija pobjednici kontinentalnih natjecanja (CAF, CONMEBOL, UEFA, AFC, OFC i CONCACAF) te svjetski prvak i domaćin. Jedini izuzetak svim reprezentacijama je bila Argentina. Naime, Brazil se kvalificirao na turnir osvajanjem Svjetskog prvenstva 2002. Budući da su Carioce osvojile i Copa Américu 2004., kao predstavnik Južne Amerike je pozvan finalist tog natjecanja, a to je bila Argentina.",hrv
"IC 4322 (također poznat kao PGC 48635) je kompaktna galaksija koja je udaljena oko 374 miliona sg od Zemlje i nalazi se u sazviježđu Volar. Najveći prečnik je 1,00 (109 hiljada sg) a najmanji 0,8 uglovnih minuta (87 hiljada sg). Prvo otkriće je napravio Stephane Javelle 15. juna 1895. godine.",bos
"Eru koja počiva na Isusovoj Inkarnaciji (utjelovljenju) uveo je Dionizije Mali 525. i ona se još uvijek rabi, uz razne reforme i derivate. Tek u kasnom devetom stoljeću napravljena je razlika, je li Inkarnacija Isusovo začeće ili rođenje. Početak numerirane godine se razlikovao od mjesta do mjesta, Škotska je usvojila 1. siječnja kao dan kada se mijenja broj godine, što je već bilo uobičajeno u kontinentalnoj (osobito katoličkoj) Europi. Engleska je ovo usvojila 1752.",hrv
"Hunguhungu ili fedu je oblik tradicionalnog kružnog plesa koji izvode garifunske žene u Belizeu, Hondurasu, Nikaragvi i Gvatemali. Ples se sastoji od ritmičkih tema koje obavljaju tri bubnjara.",hrv
"IC 763 (također poznat kao MCG 4-29-35 i PGC 38525) je spiralna galaksija koja je udaljena oko 308 miliona sg od Zemlje i nalazi se u sazviježđu Berenikina kosa. Najveći prečnik je 0,90 (81 hiljada sg) a najmanji 0,3 uglovnih minuta (27 hiljada sg). Prvo otkriće je napravio Stephane Javelle 13. aprila 1893. godine.",bos
"Andrej Andrejević, Islamska monumantalna umetnost XVI veka u Jugoslaviji – kupolne džamije, izdanje Filozofski fakultet u Beogradu, Institut za istoriju i umetnost, Srpska Akademija nauka i umetnosti, Balkanološki institut, Beograd, 1984.",bos
1996. ГОДИНА XXXII Сусрети Јоаким Вујић у Лесковцу – представа Савонарола и његови пријатељи: Награда „Мила Стојадиновић“ – Ана Милосављевић за улогу Губавца; Награда за сценски говор – Слободан Љубичић.,srp
"Grupa Idoli je zvanično nastala 1. marta 1980 godine kada su i održali prvu probu pod tim imenom. Prije toga su svirali pod nazivom ""Dječaci"", ""Merilin"" i ""Zvuk ulice"". Grupu su osnovali i sačinjavali Vladimir Vlada Divljan (gitara i vokal), Zdenko Kolar (bas-gitara), Boža Jovanović (bubnjar), Srđan Šaper (sintisajzer) i Nebojša Krstić (udaraljke). U početku su ponovo htjeli mijenjati naziv grupe u ""Apoloni 5"" i ""Idoli plus bradonje"", ali nisu.",bos
"Такозваним Филократовим миром, склопљеним између Филипа и Атине, призната су му сва дотадашња освајања, што је у суштини значило потпуну немоћ Атине, чије је грађанство било подељено за и против Филипа. Док му је Демостен био огорчени противник, Есхин и Исократ су били његови ватрени заговорници. Филип се тада све више истицао као личност предодређена да поведе коначну борбу против Персије, као и ујединитељ свих Грка.",srp
"Ако се не рачунају придодате песме у Којеновом издању, збирка је сачињена од тридесет песама, од којих је двадесет испевано у слободном стиху, девет у једанаестерцу (углавном са цезуром иза петог слога) и једна у комбинацији једанаестерца и петерца (сафичка строфа). Само је песма „Натпис на једној чесми” римована и то парно.",srp
"Član je Hrvatske narodne stranke (HNS) od 1990. Bio je i na dužnosti Varaždinskog župana, te predsjednik županijske zajednice HNS-a. Bio je i izvršni direktor varaždinske INAe.",hrv
"Од овог имена изведена су имена Алексеј, Алексија, Аља и Аљоша. Алексеј може бити и варијанта имена Александар. У Белорусији је ово име било на четвртом месту по популарности 2005. године.",srp
"Partizani su 23. prosinca 1941. godine oko 3 h napali redare i ustaše u Bučju. Zarobljen je redarski zapovjednik iz Kamenske i jedan pomoćni redar, a zaplijenjena su 23 karabina, 8 lovačkih pušaka, 22 bombe i oko 500 metaka.",hrv
"Hans Hartwig von Beseler (Greifswald, 27. travnja 1850. - Babelsberg, 20. prosinca 1921.) je bio njemački general i vojni zapovjednik. Tijekom Prvog svjetskog rata zapovijedao je s III. pričuvnim korpusom, te bio guverner Poljske.",hrv
"7. SS dobrovoljačka brdska divizija ""Prinz Eugen"" je bila njemačka dobrovoljačka Waffen-SS brdska divizija u Drugom svjetskom ratu specijalizovana za antigerilsko ratovanje. Početni sastav je bio u potpunosti dobrovoljački, ali se kasnije pristupilo mobilizaciji. Divizija se predala 11. maja 1945. godine jugoslovenskim snagama, a tokom četvorogodišnjeg rata na prostoru Jugoslavije je stekla reputaciju najozloglašenije njemačke jedinice. Borbena dejstva divizije bila su isključivo na prostoru Jugoslavije.",bos
"Zbog svoje veličine pogodniji su za otvorene prostore, a uglavnom su blage i smirene naravi. Čvrsto se povezuju sa svojim vlasnicima i svjesni svoje veličine vrlo su pažljivi sa djecom.",hrv
"""In My Arms"": Drugo globalno izdanje i treće u Ujedinjenom Kraljevstvu i Australiji, velik hit u Europi i Meksiku. Dospjela je na 7. mjesto u Meksiku i postala Minoguein najveći hit ondje od 2002. godine. Dospjela je na jedno od prvih 10 mjesta u Njemačkoj, Francuskoj i Grčkoj i na prvo mjesto u Rumunjskoj.",hrv
"Hasan Zolić, odg. ur., Nacionalni sastav stanovništva : rezultati za Republiku po opštinama i naseljenim mjestima 1991., Statistički bilten 234., Državni zavod za statistiku Republike Bosne i Hercegovine, Sarajevo, prosinca 1993. (URL)",hrv
(eng.) Hans von Beseler na stranici First World War.com(eng.) Hans von Beseler na stranici Prussianmachine.com(eng.) Hans von Beseler na stranici Historyofwar.org(njem.) Hans von Beseler na stranici Deutschland14-18.de,hrv
"b) lokalni malajski (36): banjar, bengkulu, brunejski jezik (brunei), enim, indonezijski, kaur, kerinci, kubu, lematang, lembak, lintang, loncong, lubu, malajski (14 raznih malajskih jezika: malajski, bacan malajski, balijski malajski, berau malajski, bukit malajski, kokos malajski (kukus), jambi malajski, kedah malajski, kota bangun kutai malajski, makasarski malajski, sjevernomolučki malajski, pattani malajski, sabah malajski (bazaar malajski), tenggarong kutai malajski), musi, ogan, palembang, pasemah, penesak, semendo, serawai, sindang kelingi. Izgubio status jezika: rawas,",hrv
